id,pali,selected_pali_word,class_source,class_sutta,class_example,english_translation
52331,māneti,mānessanti,AN 7.23 (simpl),unknown,bhikkhū there sakkarissanti garuṃ karissanti <b>mānessanti</b> pūjessanti,"Monks will honor, respect, revere, [and] venerate the elders."
53286,medhāvī,medhāviṃ,DHP 76 (simpl),unknown,"nidhīnaṃ va pavattāraṃ, vajjadassinaṃ  niggayhavādiṃ <b>medhāviṃ</b> paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure."
53738,yadā,yadā,DHP 277,unknown,"“All things are non-self.” <b>Yadā</b> one sees [this] with wisdom, then one is disenchanted with suffering. This is the path for purification.","“All things are non-self.” When one sees [this] with wisdom, then one is disenchanted with suffering. This is the path for purification."
53840,yasmiṃ samaye,yasmiṃ samaye,AN 2.40,unknown,"yasmiṃ, bhikkhave, samaye corā balavanto honti..","At whichever time, monks, thieves are powerful.."
53873,yaṃ 2,yaṃ,VIN PAT NP 10,unknown,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamatu āyasmā kālena, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe."
54156,ye keci,ye keci,SNP 9,unknown,"<b>ye keci</b> pāṇabhūtā atthi, tasā vā thāvarā vā anavasesā","Whatever living beings there are, whether moving or not moving without exception."
54158,ye 1,ye,SNP 9,unknown,"<b>ye</b> keci pāṇabhūtā atthi, tasā vā thāvarā vā anavasesā","Whatever living beings there are, whether moving or not moving without exception."
54549,rattaññū,rattaññū,AN 7.23 (simpl),unknown,therā <b>rattaññū</b> ciraṃ pabbajitā saṅghassa pitaro saṅghassa pariṇāyakā,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks."
54596,ratto,ratto,SN 1.47 (simpl),unknown,"ye dadanti upassayaṃ, tesaṃ divā ca <b>ratto</b> ca, sadā puññaṃ pavaḍḍhati","Whoever gives a dwelling, merit increases for them all the time, day and night."
55063,rukkhamūlagata,rukkhamūlagato,MN 118,unknown,bhikkhu araññagato vā <b>rukkhamūlagato</b> vā suññāgāragato vā nisīdati.,"A monk, gone to the forest or to the foot of a tree or to an empty dwelling, sits down."
55153,rūpa 3,rūpāni,DN 3.15,unknown,cakkhumanto <b>rūpāni</b> dakkhanti,A person with sight sees forms.
56420,sakkaroti,sakkarissanti,AN 7.23 (simpl),unknown,bhikkhū there <b>sakkarissanti</b> garuṃ karissanti mānessanti pūjessanti,"Monks will honor, respect, revere, [and] venerate the elders."
56910,saṅgara 1,saṅgaro,MN 131 (simpl),unknown,tena mahāsenena maccunā <b>saṅgaro</b> na hoti,"There is no bargaining with that death, with (his) great army."
56913,saṅgaha 1,saṅgaho,SNP 16,unknown,"mātāpitu upaṭṭhānaṃ, puttassa ca dārassa <b>saṅgaho</b>","The looking after mother and father, the support of the wife and son."
57013,saṅghapariṇāyaka,saṅghassa pariṇāyakā,AN 7.23 (simpl),unknown,therā rattaññū ciraṃ pabbajitā saṅghassa pitaro <b>saṅghassa pariṇāyakā</b>,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks."
57015,saṅghapitar,saṅghassa pitaro,AN 7.23 (simpl),unknown,therā rattaññū ciraṃ pabbajitā <b>saṅghassa pitaro</b> saṅghassa pariṇāyakā,"Senior monks of long-standing, [who] have been ordained for a long time, are fathers of the community of monks, guides of the community of monks."
57376,saññatta 1.2,saññatto,VIN PAT NP 10,unknown,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, <b>saññatto</b> so mayā, upasaṅkamatu āyasmā kālena, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe."
57641,satimant 1,satimanto,AN 7.25 (simpl),unknown,"bhikkhū hirimanto bhavissanti, ottappino bhavissanti, <b>satimanto</b> bhavissanti, paññavanto bhavissanti","Monks should be conscientious, they should be feeling shame, they should be mindful, they should be wise."
57676,satta 2.1,sattā,AN 4.171,unknown,<b>Sattā</b> tamhā kāyā cutā āgāmino honti āgantāro itthattaṃ,"Living beings [who] have passed away from that group are returners, who come back to this existence."
57880,satthar 1,satthārā,MN 152 (simpl),unknown,"satthārā karaṇīyaṃ sāvakānaṃ, kataṃ vo taṃ mayā.","What should be done by a teacher for (his) disciples, that has been done by me for you."
57901,satthārā,satthārā,MN 152 (simpl),unknown,"<b>satthārā</b> karaṇīyaṃ sāvakānaṃ, kataṃ vo taṃ mayā.","What should be done by a teacher for (his) disciples, that has been done by me for you."
57946,sadā,sadā,SN 1.47 (simpl),unknown,"ye dadanti upassayaṃ, tesaṃ divā ca ratto ca, <b>sadā</b> puññaṃ pavaḍḍhati","Whoever gives a dwelling, merit increases for them all the time, day and night."
58994,sabbavidū 1,,,,,
59010,sabbābhibhū,sabbābhibhuṃ,SN 21.10 (simpl),unknown,"<b>sabbābhibhuṃ</b> sabbaviduṃ sumedhaṃ, tam naraṃ ekavihārī iti ahaṃ brūmi","[One who is] all-conquering, all-knowing, wise, that man I call thus, “one who dwells alone.”"
59841,samiñjita 2,samiñjitaṃ,MN 152,unknown,seyyathāpi balavā puriso <b>samiñjitaṃ</b> vā bāhaṃ pasāreyya,Just like a strong man would stretch out (his) bent arm or …
62637,sāvakasaṅgha,sāvakasaṅgho,DN 11.6,unknown,esa bhagavato <b>sāvakasaṅgho</b>,This community of the Blessed One’s disciples is worthy of offerings.
63230,sīlavant,sīlavantaṃ,VIN PAT SA 4 (simpl),unknown,mādisaṃ <b>sīlavantaṃ</b> kalyāṇadhammaṃ brahmacāriṃ paricara,"You must minister to one like me, observing the moral practices, of upright nature, one living the holy life."
63548,sukhavihārī,sukhavihārī,DN 22.18,unknown,upekkhako satimā <b>sukhavihārī</b>’ti,“He who is equanimous [and] mindful lives at ease.”
63564,sukhitatta,sukhit'attā,SNP 8,unknown,sukhino vā khemino hontu sabbe sattā bhavantu <b>sukhit'attā</b>,"May all living beings be safe or at ease, may they be happy."
63572,sukhī 2,sukhino,SNP 8,unknown,<b>sukhino</b> vā khemino hontu sabbe sattā bhavantu sukhit'attā,"May all living beings be safe or at ease, may they be happy."
63746,suññāgāragata,suññāgāragato,MN 118,unknown,bhikkhu araññagato vā rukkhamūlagato vā <b>suññāgāragato</b> vā nisīdati.,"A monk, gone to the forest or to the foot of a tree or to an empty dwelling, sits down."
64312,sumedha 1,sumedhaṃ,SN 21.10 (simpl),unknown,"sabbābhibhuṃ sabbaviduṃ <b>sumedhaṃ</b>, tam naraṃ ekavihārī iti ahaṃ brūmi","[One who is] all-conquering, all-knowing, wise, that man I call thus, “one who dwells alone.”"
64642,suve,suve,MN 131 (simpl),unknown,"ajja eva ātappaṃ karohi, ko jānāti maraṇaṃ <b>suve</b>",Just make an effort today; who knows [if] death [is] tomorrow?
64953,seyyathāpi,seyyathāpi,MN 152,unknown,seyathāpi balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya,Just like a strong man would stretch out (his) bent arm or …
65082,so 1.1,,,,,
65715,vajjadassī,vajjadassinaṃ,DHP 76 (simpl),unknown,"nidhīnaṃ va pavattāraṃ, <b>vajjadassinaṃ</b>  niggayhavādiṃ medhāviṃ paṇḍitaṃ bhajāhi","Associate with an intelligent person, a wise man, one who reproves, who sees fault, he is (like) one who points out the treasure."
66665,vā 1,vā,VIN 1.2.12,unknown,“mā maṃ āyasmanto kiñci avacuttha kalyāṇaṃ <b>vā</b> pāpakaṃ <b>vā</b>”,"Venerables, don’t say anything to me, good or bad!"
67107,vikappa 1.1,vikappaṃ,VIN PAT NP 8 simpl,unknown,"ce so bhikkhu, pubbe appavārito, upasaṅkamissati cīvare <b>vikappaṃ</b> āpajjissati","If that monk, previously uninvited, approaches [there], causes an alteration in a robe…"
67800,viññū 1,viññunā,VIN PAT PC 7,unknown,"bhikkhu mātugāmassa uttarichappañcavācāhi dhammaṃ deseti, aññatra <b>viññunā</b> purisaviggahena, pācittiyaṃ.","[If any] monk expounds Dhamma to a woman by means of more than five or six sentences, except [together] with a knowledgeable male, [it is] an offence requiring confession."
67983,vidū 1,,,,,
69713,vihārī,ekavihārī,SN 21.10 (simpl),unknown,"sabbābhibhuṃ sabbaviduṃ sumedhaṃ, tam naraṃ <b>ekavihārī</b> iti ahaṃ brūmi","[One who is] all-conquering, all-knowing, wise, that man I call thus, “one who dwells alone.”"
70418,veyyāvaccakaraṃ,veyyāvaccakaraṃ,VIN PAT NP 10,unknown,"yaṃ kho, bhante, āyasmā <b>veyyāvaccakaraṃ</b> niddisi, saññatto so mayā, upasaṅkamatu āyasmā kālena, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe."
70790,hata 2,hatā,DN 16.26 (simpl),unknown,"dve kassakā bhātaro <b>hatā</b>, cattāro ca balibaddā","Two farmers, [who are] brothers, and four oxen were killed."
71281,hirimant,hirimanto,AN 7.25 (simpl),unknown,"bhikkhū <b>hirimanto</b> bhavissanti, ottappino bhavissanti, satimanto bhavissanti, paññavanto bhavissanti","Monks should be conscientious, they should be feeling shame, they should be mindful, they should be wise."
